0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.108167,0.108167 
0.108167,0.108167 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.108167,0.108167 
0.099379,0.099379 
0.099379,0.099379 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.076100,0.076100 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
0.099379,0.099379 
